Raw:-12.96,-3.53,-4.37,-12.96,-3.53,-4.37,-12.96,-3.53,-4.37
Raw:-2.30,-6.90,-1.92,-2.30,-6.90,-1.92,-2.30,-6.90,-1.92
Raw:-9.97,-5.52,-14.88,-9.97,-5.52,-14.88,-9.97,-5.52,-14.88
Raw:-6.14,-4.91,-11.58,-6.14,-4.91,-11.58,-6.14,-4.91,-11.58
Raw:-5.90,-5.37,-0.77,-5.90,-5.37,-0.77,-5.90,-5.37,-0.77
Raw:-2.61,-8.90,3.22,-2.61,-8.90,3.22,-2.61,-8.90,3.22
Raw:-2.91,-10.05,2.84,-2.91,-10.05,2.84,-2.91,-10.05,2.84
Raw:-3.99,-9.59,2.91,-3.99,-9.59,2.91,-3.99,-9.59,2.91
Raw:-4.75,-7.21,4.29,-4.75,-7.21,4.29,-4.75,-7.21,4.29
Raw:-3.83,-7.21,5.37,-3.83,-7.21,5.37,-3.83,-7.21,5.37
Raw:-2.99,-7.82,2.22,-2.99,-7.82,2.22,-2.99,-7.82,2.22
Raw:-2.68,-7.75,4.37,-2.68,-7.75,4.37,-2.68,-7.75,4.37
Raw:-2.15,-7.67,5.44,-2.15,-7.67,5.44,-2.15,-7.67,5.44
Raw:-1.92,-8.13,6.67,-1.92,-8.13,6.67,-1.92,-8.13,6.67
Raw:-1.00,-7.75,7.52,-1.00,-7.75,7.52,-1.00,-7.75,7.52
Raw:-0.92,-7.06,6.83,-0.92,-7.06,6.83,-0.92,-7.06,6.83
Raw:-0.69,-6.37,7.98,-0.69,-6.37,7.98,-0.69,-6.37,7.98
Raw:-1.23,-6.37,7.98,-1.23,-6.37,7.98,-1.23,-6.37,7.98
Raw:-1.00,-5.90,8.90,-1.00,-5.90,8.90,-1.00,-5.90,8.90
Raw:-0.92,-5.67,8.90,-0.92,-5.67,8.90,-0.92,-5.67,8.90
Raw:1.15,-6.37,8.51,1.15,-6.37,8.51,1.15,-6.37,8.51
Raw:-1.46,-5.60,8.13,-1.46,-5.60,8.13,-1.46,-5.60,8.13
Raw:0.92,-5.75,7.82,0.92,-5.75,7.82,0.92,-5.75,7.82
Raw:-1.53,-5.44,7.36,-1.53,-5.44,7.36,-1.53,-5.44,7.36
Raw:-1.00,-5.52,7.67,-1.00,-5.52,7.67,-1.00,-5.52,7.67
Raw:-0.84,-5.37,8.67,-0.84,-5.37,8.67,-0.84,-5.37,8.67
Raw:-0.61,-5.60,7.75,-0.61,-5.60,7.75,-0.61,-5.60,7.75
Raw:-0.38,-5.83,8.82,-0.38,-5.83,8.82,-0.38,-5.83,8.82
Raw:-0.15,-6.21,9.36,-0.15,-6.21,9.36,-0.15,-6.21,9.36
Raw:0.00,-6.29,8.51,0.00,-6.29,8.51,0.00,-6.29,8.51
Raw:0.46,-6.37,8.21,0.46,-6.37,8.21,0.46,-6.37,8.21
Raw:0.31,-6.37,9.20,0.31,-6.37,9.20,0.31,-6.37,9.20
Raw:0.31,-4.91,6.37,0.31,-4.91,6.37,0.31,-4.91,6.37
Raw:0.69,-5.14,7.67,0.69,-5.14,7.67,0.69,-5.14,7.67
Raw:1.15,-5.98,7.59,1.15,-5.98,7.59,1.15,-5.98,7.59
Raw:1.30,-5.83,8.13,1.30,-5.83,8.13,1.30,-5.83,8.13
Raw:0.84,-5.67,8.21,0.84,-5.67,8.21,0.84,-5.67,8.21
Raw:0.61,-5.67,8.13,0.61,-5.67,8.13,0.61,-5.67,8.13
Raw:0.77,-5.98,7.59,0.77,-5.98,7.59,0.77,-5.98,7.59
Raw:1.76,-6.37,8.67,1.76,-6.37,8.67,1.76,-6.37,8.67
Raw:1.23,-6.29,8.21,1.23,-6.29,8.21,1.23,-6.29,8.21
Raw:-0.08,-5.21,8.44,-0.08,-5.21,8.44,-0.08,-5.21,8.44
Raw:1.07,-6.21,8.51,1.07,-6.21,8.51,1.07,-6.21,8.51
Raw:1.07,-6.21,7.75,1.07,-6.21,7.75,1.07,-6.21,7.75
Raw:0.92,-5.75,8.05,0.92,-5.75,8.05,0.92,-5.75,8.05
Raw:0.46,-5.37,7.75,0.46,-5.37,7.75,0.46,-5.37,7.75
Raw:1.00,-5.29,7.52,1.00,-5.29,7.52,1.00,-5.29,7.52
Raw:0.84,-5.75,7.52,0.84,-5.75,7.52,0.84,-5.75,7.52
Raw:0.69,-5.67,7.59,0.69,-5.67,7.59,0.69,-5.67,7.59
Raw:1.23,-5.98,7.75,1.23,-5.98,7.75,1.23,-5.98,7.75
Raw:0.84,-5.67,8.13,0.84,-5.67,8.13,0.84,-5.67,8.13
Raw:1.00,-5.83,8.21,1.00,-5.83,8.21,1.00,-5.83,8.21
Raw:1.07,-5.90,7.82,1.07,-5.90,7.82,1.07,-5.90,7.82
Raw:1.00,-6.21,7.36,1.00,-6.21,7.36,1.00,-6.21,7.36
Raw:1.38,-6.21,7.82,1.38,-6.21,7.82,1.38,-6.21,7.82
Raw:0.77,-5.90,7.98,0.77,-5.90,7.98,0.77,-5.90,7.98
Raw:1.23,-6.14,7.44,1.23,-6.14,7.44,1.23,-6.14,7.44
